Dove trovo il mio contratto di compravendita di veicolo a motore (MVPA, Motor Vehicle Purchase Agreement)?  I tuoi documenti sono visibili nel tuo account Tesla. Accedi al tuo account Teslae seleziona ‘Manage’. A destra della pagina c'è la sezione 'Documents' che contiene il contratto di compravendita del veicolo a motore. Tutti i documenti definitivi, compreso il contratto firmato, saranno disponibili sull'account Tesla subito dopo la consegna del veicolo.
Dove trovo il numero di telaio della mia Tesla? Puoi trovare il numero di telaio del tuo veicolo accedendo all'account Tesla o all'app Tesla e selezionando il tuo veicolo o toccando il logo “T” di Tesla sul touchscreen dei veicolo.
Come faccio ad aggiungere un altro contatto al mio account? Se si vuole aggiungere un contatto secondario all'account del veicolo, basta accedere all'account Tesla e fare clic su 'Account' nell'angolo in alto a destra. Quindi selezionare 'Dati personali' e fare clic su 'Contatti'. A questo punto è possibile aggiungere un altro contatto.
Quando sarà autorizzato l'accesso?  I proprietari saranno in grado di accedere all'app Tesla entro 48 ore dalla consegna del veicolo. Si riceverà un'email o un SMS di notifica non appena sarà autorizzato l'accesso all'app.
Come autorizzo l'accesso all'app alla mia famiglia? Se vuoi consentire l'accesso all'app Tesla a un familiare, è necessario inviare un'approvazione scritta. Tutte le istruzioni sono disponibili sulla pagina Assistenza app Tesla.
Come faccio a usare l'app Tesla?    L'app Tesla per iPhone o Android consente di monitorare e comandare il veicolo o il Powerwall Tesla da remoto, usando il telefono. Dopo aver scaricato e installato l'applicazione, usa l'indirizzo email e la password del tuo account Tesla per collegarti al tuo veicolo o al tuo Powerwall. Per saperne di più sull'app, guarda il video informativo: Tesla Mobile App Walkthrough. Per ulteriori dettagli, rivedi la sezione relativa all'app per dispositivi mobili nel Manuale d'uso e manutenzione.
Perché non riesco ad accedere all'app Tesla dopo la consegna?   L'autorizzazione di accesso all'app potrebbe richiedere fino a 48 ore dopo la consegna del veicolo. Se vuoi sapere di più su come funziona l'app, visita la pagina Assistenza app Tesla. In attesa di ricevere l'accesso all'app Tesla, puoi usare la chiave (Model S e Model X) o la chiave magnetica (Model 3) per comandare la tua Tesla.
Come scopro di più sulla Model 3?   Visita la nostra pagina di assistenza dedicata a Model 3 per scoprire di più su questo modello.
Come configuro il mio profilo conducente?   Il tuo veicolo ti chiederà di creare e salvare un profilo conducente non appena regoli il sedile del conducente, il volante o il retrovisore. Per accedere o creare il profilo del conducente in un secondo momento.
Come si programma l'opzione Homelink?   Per programmare HomeLink per la tua Model S o Model X, tocca l'icona HomeLink nella parte superiore del touchscreen e segui le istruzioni dettagliate. Dovrai avere con te il telecomando e parcheggiare di fronte al garage o al cancello che desideri programmare.
Come posso abbinare il mio telefono tramite Bluetooth?  Segui queste istruzioni per abbinare il telefono alla tua Tesla: assicurati che il touchscreen e il telefono siano accesi. Sulla barra di stato di touchscreen, tocca l'icona Bluetooth, sul telefono, attiva il Bluetooth e impostalo su individuabile, sul touchscreen dell'auto, tocca Avvia ricerca.
Come passo da una schermata all'altra sul pannello strumenti di Model S e Model X?  Tieni premuta una rotellina fino alla visualizzazione delle opzioni sullo stesso lato del quadro strumenti corrispondente alla rotellina. Gira la rotellina per scorrere fino all'opzione desiderata, quindi premi la rotellina per selezionarla.
Come scopro di più sulle funzioni della mia Tesla?  Per scoprire le funzioni della tua Tesla, puoi visionare il Manuale d'uso dall'account Tesla. Puoi accedere al Manuale d'uso anche toccando il logo 'T' di Tesla nella parte superiore del touchscreen del veicolo.
Come funzionano i comandi vocali?   Puoi utilizzare i comandi vocali per chiamare un contatto, navigare verso un luogo o ascoltare musica. I comandi vocali funzionano solo se il veicolo è connesso a Internet. Per i proprietari di Model S e Model X, è possibile avviare questa funzione toccando il pulsante voce nella parte superiore destra del volante. Appena senti il suono, pronuncia il comando. Per i proprietari di Model 3, è possibile usare i comandi vocali toccando il pulsante del microfono sul touchscreen o premendo la rotellina a destra.
A cosa servono le rotelline sul volante?    È possibile usare le rotelline sul veicolo per regolare il volume, controllare l'aria condizionata, comandare il tetto panoramico apribile, scorrere i contatti recenti, impostare la luminosità del quadro strumenti (Model S e Model X), regolare i retrovisori (Model 3) e altro. Per ulteriori dettagli, fare riferimento al Manuale d'uso.
Cos'è la 'Range Mode'?  Su Model S e Model X, Range Mode consente di risparmiare energia limitando la potenza dell'impianto di climatizzazione. Quando questa modalità è attiva, viene consumata meno energia per il riscaldamento o il raffreddamento dell'abitacolo. Quando la modalità è attiva su un veicolo a trazione integrale, la distribuzione di coppia fra i motori è ottimizzata per massimizzare l'autonomia. È possibile attivare questa impostazione da Comandi > Guida > Range Mode.
Come posso monitorare l'utilizzo energetico?    L'app Energy consente di visualizzare il consumo energetico del veicolo in tempo reale. Quando c'è un percorso di navigazione attivo, toccare la scheda 'Viaggi' in 'Comandi' sul touchscreen del veicolo per visualizzare il consumo di energia previsto per il tragitto.
Cosa comporta l'impostazione di risparmio energetico?   La funzione di risparmio energetico in alcuni modelli di Model S e Model X riduce la quantità di energia consumata quando il veicolo non è in uso. Questa funzione è utile quando si lascia il veicolo fermo per un periodo prolungato. I veicoli Model S e Model X più recenti insieme alle vetture Model 3 non presentano questa funzione perché i loro computer sono stati progettati per garantire il massimo risparmio energetico.
Cos'è la modalità Valet?    La modalità Valet è utile quando si utilizzano servizi di car valet o tutte le volte che si desidera limitare l'accesso o le funzioni del veicolo. Attivare la modalità Valet dall'icona del profilo conducente sul touchscreen o usare l'app Tesla.
Posso spegnere il touchscreen?  Non c'è modo di spegnere completamente il touchscreen, ma è possibile regolare la luminosità e l'impostazione giorno/notte in Comandi > Display, come anche scurire temporaneamente lo schermo per la pulizia
Come faccio a navigare nel touchscreen? Le funzioni e le informazioni necessarie per guidare la Tesla sono visualizzate sul touchscreen. Il touchscreen comanda molte funzioni che, in vetture tradizionali, sono azionate da pulsanti fisici (ad esempio regolare riscaldamento, aria condizionata, fari, etc.). È possibile usare il touchscreen anche per personalizzare il veicolo secondo le proprie preferenze. Su Model 3, il touchscreen visualizza informazioni correlate alla guida come la velocità, l'autonomia, gli avvisi, etc.
Come posso accendere e spegnere la mia auto?    Per accendere la Tesla, occorre premere il pedale del freno e inserire la marcia. Su Model 3, se non si utilizza la chiave digitale del telefono, posizionare la chiave magnetica sulla consolle e inserire la marcia. È possibile spegnere la Tesla parcheggiando l'auto, uscendo dal veicolo e chiudendo la portiera dietro di sé, oppure selezionando dal touchscreen Controls > Safety & Security > Power Off.
Come funziona lo sportello di ricarica? Premere il pulsante sul connettore di ricarica Tesla per aprire lo sportello di ricarica. Lo sportello di ricarica si può aprire anche dal touchscreen del veicolo o premendo la copertura dello sportello quando il veicolo è sbloccato. L'indicatore di colore bianco indica che il veicolo è pronto per la ricarica. Dopo aver collegato la spina, l'indicatore di colore blu indica che il veicolo si sta preparando alla ricarica. Quando l'indicatore diventa verde, la ricarica è in corso.
Come posso attivare la funzione Summon? L'opzione Summon è una funzionalità Autopilot che apre la porta del garage per consentire all'auto di entrare, parcheggiare e spegnersi da sola. Grazie a questa funzione, destreggiarsi in spazi di parcheggio stretti non sarà più un problema. Abilita Summon sul touchscreen tramite Comandi > Impostazioni > Driver Assistance > Summon > ON. Per le istruzioni dettagliate, consigliamo a tutti i nuovi proprietari di rivedere la sezione Driver Assistance nel Manuale d'uso e manutenzione. Scopri di più sull'utilizzo di Summon nella tua Tesla.
Cos'è l'Autopilot e come funziona?  Tutte le nuove vetture Tesla sono fornite di serie con le più avanzate funzioni di guida assistita, progettate per offrire livelli maggiori di sicurezza e comodità e un'esperienza di guida senza stress. Fra queste rientrano frenata d'emergenza, avviso urto frontale e avviso urto laterale. Ulteriori informazioni sull'Autopilot di Tesla.
Come funziona la frenata d'emergenza automatica?    Se il veicolo è dotato della funzione Autopilot, la frenata automatica d'emergenza aziona automaticamente e completamente i freni nelle situazioni in cui la telecamera frontale e il sensore radar prevedono una collisione imminente. Per annullare la frenata automatica d'emergenza, se inserita, premi il pedale dell'acceleratore o il pedale del freno. È tua responsabilità guidare in modo sicuro e tenere sempre sotto controllo la tua Tesla.
Cosa devo sapere sulla guida alle basse temperature?    Le basse temperature e una carica della batteria del 100 percento contribuiscono a limitare l'effetto della frenata rigenerativa. Puoi preparare la tua Tesla per le basse temperatura dall'app per dispositivi mobili o dal touchscreen dell'auto. Segui le procedure consigliate per migliorare le prestazioni dell'auto alle basse temperature.
Dove dovrei posizionare un eventuale transponder / telepass?    Tesla consiglia di collocare transponder e telepass nelle posizioni seguenti per garantire risultati migliori e ridurre al minimo eventuali ostruzioni della visuale di guida: Model S: sul parabrezza, subito a destra dell'alloggiamento del sensore sopra lo specchietto retrovisore. Model X: ovunque nella metà superiore oscurata del parabrezza. Model 3: sul lato destro dello specchietto retrovisore.
Cosa posso fare se perdo le chiavi? È possibile usare l'app Tesla per avviare il veicolo da remoto nel caso in cui venissero smarrite sia la chiave tradizionale che la chiave magnetica. Entrambe le chiavi di ricambio possono essere abbinate al veicolo preso il centro assistenza preferito.
Cosa posso fare se resto chiuso fuori dal veicolo?  È possibile sbloccare la vettura usando l'app mobile Tesla se ci si trova in un'area servita da connettività cellulare.
Come posso accedere agli aggiornamenti software e quanto tempo richiedono?  Non devi preoccuparti di come accedere a un aggiornamento software Tesla. Le auto Tesla ricevono automaticamente gli aggiornamenti software per l'aggiunta di nuove funzionalità. È possibile installare gli aggiornamenti immediatamente o in un secondo momento tramite il touchscreen, man mano che saranno disponibili. L'installazione di un aggiornamento può richiedere anche due ore, a seconda della velocità di connessione e della dimensione dell'aggiornamento; tuttavia, il collegamento dell'auto a una rete Wi-Fi veloce garantirà tempi di download più rapidi.
Posso guidare la mia auto durante un aggiornamento software?    Come misura di sicurezza, non è possibile guidare il veicolo durante un aggiornamento software. Si consiglia di programmare l'installazione degli aggiornamenti quando non c'è necessità di utilizzare il veicolo.
Che tipo di manutenzione richiede la mia nuova Tesla?   La vettura è stata progettata per monitorare il consumo e l'usura dei componenti utili, così da ridurre il numero di componenti che richiedono manutenzione o ispezioni regolarmente programmate. Attualmente solo per tre elementi sono previsti intervalli di manutenzione programmata: inversione degli pneumatici, sostituzione del liquido dei freni e sostituzione del liquido di raffreddamento della batteria. La vettura è stata progettata per informare il conducente quando è necessaria assistenza per tutti gli altri componenti e ora è possibile fissare un appuntamento tramite l'app Tesla. Fai riferimento al Manuale d'uso per ulteriori consigli, compresi controlli giornalieri e mensili da eseguire autonomamente.
Dopo posso far riparare la mia auto?    Visita la pagina dell'Assistenza Tesla per saperne di più sugli aggiornamenti via Internet e sulla diagnostica remota. Per fissare un appuntamento presso uno dei nostri centri assistenza locali per manutenzione o riparazioni minori come piccole ammaccature, strisciate o graffi, è ora possibile usare l'app Tesla. I pneumatici invernali possono essere acquistati e montati anche presso un punto di assistenza Tesla. Scopri di più sugli interventi di assistenza. 
I proprietari Tesla devono contattare direttamente la sede Euromaster/Vianor più vicina per prendere appuntamento.  È preferibile eseguire riparazioni alla scocca più estese o strutturali presso carrozzerie Tesla o officine autorizzate da Tesla. Visita la pagina Assistenza alla carrozzeria Tesla per trovare la carrozzeria della rete Tesla più vicina e informazioni su come contattare i nostri consulenti.
Come posso usare il gancio traino con la mia auto?  Fornire all'addetto la guida al traino presente nel vano portaoggetti. In caso di emergenza, è possibile chiamare il numero dell'Assistenza stradale Tesla per procedure di traino adeguate alla situazione. Scopri di più nell'Informativa sull'Assistenza stradale Tesla.
Cos'è coperto dall'assistenza stradale? L'Assistenza stradale Tesla è disponibile 24 ore su 24, 7 giorni su 7, 365 giorni all'anno per i primi 4 anni o fino a 80.000 km per le vetture coperte dalla Garanzia limitata sui veicoli nuovi. Scopri di più su cosa è incluso nell'Informativa sull'Assistenza stradale Tesla.
Dove posso acquistare gli accessori per la mia Tesla?   È possibile visitare un Centro assistenza Tesla per acquistare articoli come connettori a parete, adattatori di ricarica, tendine per il tetto, organizer per il vano bagagli, pedali, copriauto e altro.